Replay recording saved to library.,Replay recording saved to library.,Grabación de replay guardada en la biblioteca.
Entry removed.,Entry removed.,Entrada eliminada.
Entry renamed.,Entry renamed.,Entrada renombrada.
Sending to a CF slot works only during a training match.,Sending to a CF slot works only during a training match.,Enviar a una ranura CF solo funciona en Training.
Failed loading entry.,Failed loading entry.,Error al cargar la entrada.
Entry loaded into slot.,Entry loaded into slot.,Entrada cargada en la ranura.
Entry overwritten from slot.,Entry overwritten from slot.,Entrada sobrescrita desde la ranura.
Entry saved.,Entry saved.,Entrada guardada.
Failed saving entry to file.,Failed saving entry to file.,Error al guardar la entrada en archivo.
Entry saved to file.,Entry saved to file.,Entrada guardada en archivo.
Play now works only during a training match.,Play now works only during a training match.,Reproducir ahora solo funciona en Training.
Played: %s%s,Played: %s%s,Reproducido: %s%s
 (mirrored), (mirrored), (espejado)
Unlimited playback config cleared.,Unlimited playback config cleared.,Configuración de playback ilimitado borrada.
Failed to save profile.,Failed to save profile.,Error al guardar el perfil.
Profile save failed: entry data missing for '%s'.,Profile save failed: entry data missing for '%s'.,Error al guardar el perfil: faltan datos de '%s'.
Profile saved.,Profile saved.,Perfil guardado.
Could not read profile file.,Could not read profile file.,No se pudo leer el archivo de perfil.
Failed to open profile.,Failed to open profile.,Error al abrir el perfil.
"Playback rejected (newer format): file v%s, code v%s.","Playback rejected (newer format): file v%s, code v%s.","Playback rechazado (formato más nuevo): archivo v%s, código v%s."
"Profile compatibility rejected (file v%s, code v%s).","Profile compatibility rejected (file v%s, code v%s).","Compatibilidad del perfil rechazada (archivo v%s, código v%s)."
"Profile version mismatch requires confirmation (file v%s, code v%s).","Profile version mismatch requires confirmation (file v%s, code v%s).","La diferencia de versión del perfil requiere confirmación (archivo v%s, código v%s)."
Profile load failed: embedded playback missing for '%s'.,Profile load failed: embedded playback missing for '%s'.,Error al cargar el perfil: falta el playback embebido de '%s'.
Profile load failed for '%s': %s,Profile load failed for '%s': %s,Error al cargar el perfil de '%s': %s
Profile load failed for '%s'.,Profile load failed for '%s'.,Error al cargar el perfil de '%s'.
Profile loaded. Trigger runtime synced.,Profile loaded. Trigger runtime synced.,Perfil cargado. Disparadores resincronizados.
Trigger detected: %s,Trigger detected: %s,Disparador detectado: %s
No eligible playback in current trigger selection.,No eligible playback in current trigger selection.,No hay playback válido para el disparador actual.
Selected playback cache missing.,Selected playback cache missing.,Falta la caché del playback seleccionado.
Triggered [%s]: %s%s,Triggered [%s]: %s%s,Activado [%s]: %s%s
Slot %d,Slot %d,Ranura %d
Replay %s,Replay %s,Replay %s
